name,discovery_method,discovery_year,orbital_period,distance,planet_radius
KMT-2019-BLG-0953L b,Microlensing,2022,,7200.0,
KMT-2019-BLG-1042L b,Microlensing,2022,,6600.0,
KMT-2019-BLG-1216L b,Microlensing,2023,,2740.0,
KMT-2019-BLG-1339L b,Microlensing,2020,,6120.0,
KMT-2019-BLG-1367L b,Microlensing,2023,,4670.0,
KMT-2019-BLG-1552L b,Microlensing,2022,,4600.0,
KMT-2019-BLG-1715L b,Microlensing,2021,,3860.0,
KMT-2019-BLG-1806L b,Microlensing,2023,,6640.0,
KMT-2019-BLG-1953L b,Microlensing,2020,,7040.0,
KMT-2019-BLG-2783L b,Microlensing,2023,,5910.0,
KMT-2019-BLG-2974L b,Microlensing,2022,,6100.0,
KMT-2020-BLG-0414L b,Microlensing,2021,,1220.0,
KMT-2020-BLG-0414L c,Microlensing,2021,,1220.0,
KMT-2021-BLG-0119L b,Microlensing,2022,,3130.0,
KMT-2021-BLG-0171L b,Microlensing,2022,,4600.0,
KMT-2021-BLG-0192L b,Microlensing,2022,,5120.0,
KMT-2021-BLG-0240L b,Microlensing,2022,,6600.0,
KMT-2021-BLG-0320L b,Microlensing,2022,,6950.0,
KMT-2021-BLG-0322L b,Microlensing,2021,,6600.0,
KMT-2021-BLG-0712L b,Microlensing,2023,,3090.0,
KMT-2021-BLG-0736L b,Microlensing,2025,,7000.0,
KMT-2021-BLG-0748L b,Microlensing,2022,,6090.0,
KMT-2021-BLG-0909L b,Microlensing,2023,,6480.0,
KMT-2021-BLG-0912L b,Microlensing,2022,,5560.0,
KMT-2021-BLG-1077L b,Microlensing,2022,,8240.0,
KMT-2021-BLG-1077L c,Microlensing,2022,,8240.0,
KMT-2021-BLG-1105L b,Microlensing,2023,,4540.0,
KMT-2021-BLG-1150L b,Microlensing,2023,,3800.0,
KMT-2021-BLG-1253L b,Microlensing,2022,,6640.0,
KMT-2021-BLG-1303L b,Microlensing,2022,,6280.0,
KMT-2021-BLG-1372L b,Microlensing,2022,,5970.0,
KMT-2021-BLG-1391L b,Microlensing,2022,,5720.0,
KMT-2021-BLG-1547L b,Microlensing,2023,,5070.0,
KMT-2021-BLG-1554L b,Microlensing,2022,,7680.0,
KMT-2021-BLG-1689L b,Microlensing,2022,,7200.0,
KMT-2021-BLG-1770L b,Microlensing,2023,,6920.0,
KMT-2021-BLG-1898L b,Microlensing,2022,,6900.0,
KMT-2021-BLG-2010L b,Microlensing,2023,,7090.0,
KMT-2021-BLG-2294L b,Microlensing,2022,,6800.0,
KMT-2021-BLG-2478L b,Microlensing,2023,,2970.0,
KMT-2021-BLG-2609L b,Microlensing,2024,,7480.0,
KMT-2022-BLG-0303L b,Microlensing,2024,,6570.0,
KMT-2022-BLG-0371L b,Microlensing,2023,,7140.0,
KMT-2022-BLG-0440L b,Microlensing,2023,,3500.0,
KMT-2022-BLG-1013L b,Microlensing,2023,,7710.0,
KMT-2022-BLG-1790L b,Microlensing,2025,,6480.0,
KMT-2022-BLG-1818L b,Microlensing,2026,,5300.0,
KMT-2022-BLG-1818L c,Microlensing,2026,,5300.0,
KMT-2022-BLG-2076L b,Microlensing,2025,,5570.0,
KMT-2022-BLG-2286L b,Microlensing,2024,,7320.0,
KMT-2023-BLG-0119L b,Microlensing,2025,,5410.0,
KMT-2023-BLG-0416L b,Microlensing,2024,,5900.0,
KMT-2023-BLG-0469L b,Microlensing,2024,,7070.0,
KMT-2023-BLG-0548L b,Microlensing,2025,,6830.0,
KMT-2023-BLG-0735L b,Microlensing,2024,,6390.0,
KMT-2023-BLG-0830L b,Microlensing,2025,,7250.0,
KMT-2023-BLG-0949L b,Microlensing,2025,,6060.0,
KMT-2023-BLG-1431L b,Microlensing,2024,,6800.0,
KMT-2023-BLG-1454L b,Microlensing,2024,,7220.0,
KMT-2023-BLG-1642L b,Microlensing,2024,,6980.0,
KMT-2023-BLG-1743L b,Microlensing,2024,,7130.0,
KMT-2023-BLG-1866L b,Microlensing,2024,,6210.0,
KMT-2023-BLG-1896L b,Microlensing,2025,,5490.0,
KMT-2023-BLG-2209L b,Microlensing,2025,,5570.0,
KMT-2024-BLG-0176L b,Microlensing,2026,,8340.0,
KMT-2024-BLG-0349L b,Microlensing,2026,,5750.0,
KMT-2024-BLG-0404L b,Microlensing,2025,,7210.0,
KMT-2024-BLG-0404L c,Microlensing,2025,,7210.0,
KMT-2024-BLG-1005L b,Microlensing,2025,,6950.0,
KMT-2024-BLG-1044L b,Microlensing,2024,,7140.0,
KMT-2024-BLG-1209L b,Microlensing,2025,,3930.0,
KMT-2024-BLG-1281L b,Microlensing,2025,,7180.0,
KMT-2024-BLG-1870L b,Microlensing,2026,,5480.0,
KMT-2024-BLG-2059L b,Microlensing,2025,,6070.0,
KMT-2024-BLG-2087L b,Microlensing,2026,,7190.0,
KMT-2024-BLG-2242L b,Microlensing,2025,,7620.0,
KMT-2025-BLG-1616L b,Microlensing,2026,,7500.0,
KOBE-1 b,Radial Velocity,2025,8.5399,23.9718,
KOBE-1 c,Radial Velocity,2025,29.671,23.9718,
KOI-12 b,Transit,2015,17.8552,399.398,13.7871
KOI-1257 b,Transit,2014,86.6477,,10.54
KOI-13 b,Transit,2011,1.7636,519.096,16.948
KOI-134 b,Transit,2025,67.1277,1159.21,12.0384
KOI-134 c,Transit Timing Variations,2025,33.95,1159.21,
KOI-142 b,Transit,2013,10.9165,376.863,3.438
KOI-142 c,Transit Timing Variations,2013,22.2649,376.863,
KOI-1599.01,Transit,2019,20.4415,1131.64,1.9
KOI-1599.02,Transit,2019,13.6088,1131.64,1.9
KOI-1783.01,Transit,2020,134.4628,865.73,8.86
KOI-1783.02,Transit,2020,284.215,865.73,5.44
KOI-1831 d,Transit,2021,34.169,501.574,1.13
KOI-1833 d,Transit,2021,7.685,290.324,2.58
KOI-1843.03,Transit,2013,0.1769,134.311,0.61
KOI-217 b,Transit,2010,3.9051,914.699,12.442
KOI-2513.01,Transit,2023,19.0055,1369.87,2.8022
KOI-3503 b,Transit,2021,21.185,887.064,1.19
KOI-3503 c,Transit,2021,31.828,887.064,1.21
KOI-351 b,Transit,2013,7.0082,848.254,1.31
KOI-351 c,Transit,2013,8.7194,848.254,1.19
KOI-351 d,Transit,2013,59.7367,848.254,2.87
KOI-351 e,Transit,2013,91.9391,848.254,2.66
KOI-351 f,Transit,2013,124.9144,848.254,2.88
KOI-351 g,Transit,2013,210.7351,848.254,
KOI-351 h,Transit,2013,331.603,848.254,
KOI-3680 b,Transit,2018,141.2417,921.986,11.0969
KOI-4777.01,Transit,2022,0.412,172.245,0.51
KOI-4978 b,Transit,2024,0.942,936.341,0.7
KOI-55 b,Orbital Brightness Modulation,2011,0.2401,1231.02,0.759
KOI-55 c,Orbital Brightness Modulation,2011,0.3429,1231.02,0.867
KOI-7368 b,Transit,2022,6.843,264.995,2.22
KOI-7913 b,Transit,2022,24.2786,271.277,2.34
KOI-94 b,Transit,2013,3.7432,477.052,1.71
KOI-94 c,Transit,2013,10.4236,477.052,4.32
KOI-94 d,Transit,2013,22.343,477.052,11.27
KOI-94 e,Transit,2013,54.3203,477.052,6.56
KOI-984 b,Transit,2022,4.2882,252.667,4.3
KOI-984 c,Transit Timing Variations,2022,21.512,252.667,
KOINTREAU-1 b,Imaging,2026,,158.618,
KOINTREAU-3 b,Imaging,2026,,140.563,
KOINTREAU-4 b,Imaging,2026,,145.434,
KPS-1 b,Transit,2018,1.7063,262.706,11.5453
Kapteyn c,Radial Velocity,2014,121.54,3.933,
Kepler-10 b,Transit,2011,0.8375,185.506,1.47
Kepler-10 c,Transit,2011,45.2943,185.506,2.355
Kepler-10 d,Radial Velocity,2023,151.06,185.506,
Kepler-100 b,Transit,2014,6.8873,304.645,1.34
Kepler-100 c,Transit,2014,12.8159,304.645,2.2
Kepler-100 d,Transit,2014,35.3331,304.645,1.61
Kepler-100 e,Radial Velocity,2023,60.8886,304.645,
Kepler-1000 b,Transit,2016,120.0181,1115.62,4.76
Kepler-1001 b,Transit,2016,14.3051,928.978,3.15
Kepler-1001 c,Transit,2020,9.1819,928.978,1.578
Kepler-1002 b,Transit,2016,4.3364,408.303,1.71
Kepler-1003 b,Transit,2016,3.5549,941.902,1.78
Kepler-1004 b,Transit,2016,5.2879,1152.68,6.28
Kepler-1005 b,Transit,2016,6.498,567.806,1.5
Kepler-1006 b,Transit,2016,19.7617,,1.54
Kepler-1007 b,Transit,2016,5.185,,1.44
Kepler-1008 b,Transit,2016,12.4393,282.565,1.28
Kepler-1009 b,Transit,2016,11.3501,355.019,2.17
Kepler-101 b,Transit,2014,3.4877,927.981,5.77
Kepler-101 c,Transit,2014,6.0298,927.981,1.25
Kepler-1010 b,Transit,2016,34.2686,579.273,2.32
Kepler-1011 b,Transit,2016,5.7532,736.779,2.87
Kepler-1012 b,Transit,2016,5.5086,411.077,1.29
Kepler-1013 b,Transit,2016,18.9305,422.246,2.15
Kepler-1014 b,Transit,2016,16.5711,624.8,2.39
Kepler-1015 b,Transit,2016,16.0049,739.357,3.55
Kepler-1016 b,Transit,2016,1.9545,1402.82,2.18
Kepler-1016 c,Transit,2016,105.6551,1402.82,3.68
Kepler-1017 b,Transit,2016,7.234,552.058,1.99
Kepler-1018 b,Transit,2016,49.1014,1010.01,2.58
Kepler-1019 b,Transit,2016,1.4112,194.182,1.46
Kepler-102 b,Transit,2014,5.287,107.796,0.46
Kepler-102 c,Transit,2014,7.0714,107.796,0.567
Kepler-102 d,Transit,2014,10.3118,107.796,1.154
Kepler-102 e,Transit,2013,16.1457,107.796,2.17
Kepler-102 f,Transit,2014,27.4536,107.796,0.861
Kepler-1020 b,Transit,2016,96.9151,415.358,2.28
Kepler-1021 b,Transit,2016,13.4747,810.082,2.33
Kepler-1022 b,Transit,2016,10.9947,420.042,2.36
Kepler-1023 b,Transit,2016,62.1388,694.175,2.63
Kepler-1024 b,Transit,2016,66.4162,1087.4,3.91
Kepler-1025 b,Transit,2016,37.3229,803.776,1.98
Kepler-1026 b,Transit,2016,36.5156,351.239,2.21
Kepler-1027 b,Transit,2016,1.9078,405.104,0.89
Kepler-1028 b,Transit,2016,2.5146,607.916,1.33
Kepler-1029 b,Transit,2016,4.4177,366.656,1.26
Kepler-103 b,Transit,2014,15.9653,494.832,3.4857
Kepler-103 c,Transit,2014,179.6098,494.832,5.4539
Kepler-1030 b,Transit,2016,19.3295,758.702,2.48
Kepler-1031 b,Transit,2016,1.2262,682.882,0.87
Kepler-1032 b,Transit,2016,3.2901,673.01,1.87
Kepler-1033 b,Transit,2016,7.5605,1455.5,2.51
Kepler-1034 b,Transit,2016,12.124,654.549,2.26
Kepler-1035 b,Transit,2016,2.7141,562.116,1.17
Kepler-1036 b,Transit,2016,122.8808,489.435,3.01
Kepler-1037 b,Transit,2016,1.0638,446.914,1.28
Kepler-1038 b,Transit,2016,148.4603,584.136,3.53
Kepler-1038 c,Transit,2021,7.1277,584.136,1.4162
Kepler-1039 b,Transit,2016,0.9349,306.91,1.46
Kepler-104 b,Transit,2014,11.4275,400.785,3.1
Kepler-104 c,Transit,2014,23.6682,400.785,3.13
Kepler-104 d,Transit,2014,51.7554,400.785,3.58
Kepler-1040 b,Transit,2016,201.1214,482.119,2.08
Kepler-1041 b,Transit,2016,24.7576,1485.82,2.94
Kepler-1042 b,Transit,2016,10.132,,2.19
Kepler-1043 b,Transit,2016,38.5053,903.332,2.55
Kepler-1044 b,Transit,2016,6.7741,1278.96,2.67
Kepler-1045 b,Transit,2016,26.4105,942.485,2.69
Kepler-1046 b,Transit,2016,14.3751,721.534,1.71
Kepler-1047 b,Transit,2016,56.1887,817.647,2.09
Kepler-1047 c,Transit,2016,3.189,817.647,0.99
Kepler-1048 b,Transit,2016,6.921,556.006,1.61
Kepler-1049 b,Transit,2016,3.2735,162.006,0.95
Kepler-105 b,Transit,2013,5.4122,459.223,2.53
Kepler-105 c,Transit,2014,7.1259,459.223,1.44
Kepler-1050 b,Transit,2016,15.3788,490.488,1.6
Kepler-1050 c,Transit,2016,21.1285,490.488,1.48
Kepler-1051 b,Transit,2016,25.962,829.343,3.4
Kepler-1052 b,Transit,2016,34.8538,943.444,2.93
Kepler-1052 c,Transit,2023,180.9217,943.444,2.3
Kepler-1053 b,Transit,2016,2.4144,151.129,0.98
Kepler-1054 b,Transit,2016,4.3066,1090.51,2.63
Kepler-1055 b,Transit,2016,2.295,389.397,1.23
Kepler-1056 b,Transit,2016,27.4956,982.51,3.01
Kepler-1057 b,Transit,2016,14.0883,1201.82,3.36
Kepler-1058 b,Transit,2016,110.9655,491.997,2.72
Kepler-1059 b,Transit,2016,3.7642,713.167,1.73
Kepler-106 b,Transit,2014,6.1649,444.322,0.82
Kepler-106 c,Transit,2014,13.5708,444.322,2.5
Kepler-106 d,Transit,2014,23.9802,444.322,0.95
Kepler-106 e,Transit,2014,43.8445,444.322,2.56
Kepler-1060 b,Transit,2016,46.8779,946.565,2.38
Kepler-1061 b,Transit,2016,2.758,543.375,1.98
Kepler-1062 b,Transit,2016,9.3041,397.455,1.76
Kepler-1063 b,Transit,2016,14.0797,343.226,1.49
Kepler-1064 b,Transit,2016,16.5408,,1.55
Kepler-1065 b,Transit,2016,3.6093,1122.48,3.73
Kepler-1065 c,Transit,2016,2.3703,1122.48,1.6
Kepler-1066 b,Transit,2016,1.9316,344.251,2.36
Kepler-1067 b,Transit,2016,0.7621,667.693,0.8
Kepler-1067 c,Transit,2021,5.4258,667.693,1.7468
Kepler-1068 b,Transit,2016,16.9234,1473.61,3.63
Kepler-1069 b,Transit,2016,23.899,695.967,1.6
Kepler-107 b,Transit,2014,3.18,525.997,1.536
Kepler-107 c,Transit,2014,4.9015,525.997,1.597
Kepler-107 d,Transit,2014,7.9584,525.997,0.86
Kepler-107 e,Transit,2014,14.7491,525.997,2.903
Kepler-1070 b,Transit,2016,6.2216,939.001,1.73
Kepler-1071 b,Transit,2016,6.18,1042.27,2.38
Kepler-1072 b,Transit,2016,1.5691,982.716,1.58
Kepler-1073 b,Transit,2016,8.6789,809.897,2.3
Kepler-1073 c,Transit,2016,4.0258,809.897,1.64
Kepler-1073 d,Transit,2021,2.5048,809.897,1.4877
Kepler-1074 b,Transit,2016,5.9457,250.817,1.25
Kepler-1075 b,Transit,2016,1.5237,291.275,1.42
Kepler-1076 b,Transit,2016,6.1473,,0.8
Kepler-1077 b,Transit,2016,34.3512,1101.42,2.77
Kepler-1078 b,Transit,2016,3.0073,2481.71,1.9
Kepler-1079 b,Transit,2016,13.245,591.098,1.63
Kepler-108 b,Transit,2014,49.1839,338.732,8.65
Kepler-108 c,Transit,2014,190.3235,338.732,8.18
Kepler-1080 b,Transit,2016,77.2548,1382.82,3.28
Kepler-1081 b,Transit,2016,3.8569,420.215,1.01
Kepler-1082 b,Transit,2016,1.5432,739.557,1.12
Kepler-1083 b,Transit,2016,33.4178,902.633,3.36
Kepler-1084 b,Transit,2016,2.0533,405.533,1.11
Kepler-1085 b,Transit,2016,219.3218,1364.53,7.22
Kepler-1085 c,Transit,2020,56.7771,1364.53,3.2682
Kepler-1086 b,Transit,2016,18.7843,466.084,2.44
Kepler-1086 c,Transit,2016,161.5163,466.084,2.94
Kepler-1087 b,Transit,2016,0.6938,362.623,0.61
Kepler-1088 b,Transit,2016,23.1275,280.629,1.42
Kepler-1089 b,Transit,2016,5.1325,259.328,1.83
Kepler-109 b,Transit,2014,6.4816,474.861,2.49
Kepler-109 c,Transit,2014,21.2227,474.861,2.65
Kepler-1090 b,Transit,2016,198.6802,858.77,2.25
Kepler-1090 c,Transit,2021,42.4272,858.77,3.2927
Kepler-1091 b,Transit,2016,1.4347,914.299,1.46
Kepler-1092 b,Transit,2016,58.6018,981.233,2.07
Kepler-1093 b,Transit,2016,25.0825,1072.88,1.95
Kepler-1093 c,Transit,2016,89.7223,1072.88,1.96
Kepler-1094 b,Transit,2016,78.1,1291.01,3.18
Kepler-1095 b,Transit,2016,4.271,792.522,1.21
Kepler-1096 b,Transit,2016,2.8922,377.976,1.24
Kepler-1097 b,Transit,2016,187.747,719.802,3.26
Kepler-1098 b,Transit,2016,2.5431,1049.19,1.3
Kepler-1099 b,Transit,2016,2.1685,1022.8,2.83
Kepler-11 b,Transit,2010,10.3039,646.346,1.8
Kepler-11 c,Transit,2010,13.0241,646.346,2.87
Kepler-11 d,Transit,2010,22.6845,646.346,3.12
Kepler-11 e,Transit,2010,31.9996,646.346,4.19
Kepler-11 f,Transit,2010,46.6888,646.346,2.49
Kepler-11 g,Transit,2010,118.3807,646.346,3.33
Kepler-110 b,Transit,2014,12.6911,586.531,1.83
Kepler-110 c,Transit,2014,31.7198,586.531,2.21
Kepler-1100 b,Transit,2016,6.422,693.618,1.75
Kepler-1101 b,Transit,2016,81.3151,742.473,2.47
Kepler-1102 b,Transit,2016,51.3286,1246.05,2.66
Kepler-1103 b,Transit,2016,19.7919,1331.92,2.27
Kepler-1104 b,Transit,2016,5.0373,530.658,1.23
Kepler-1105 b,Transit,2016,4.4216,318.004,2.01
Kepler-1106 b,Transit,2016,1.2528,1090.7,1.65
Kepler-1107 b,Transit,2016,0.571,428.798,1.34
Kepler-1108 b,Transit,2016,4.5101,767.701,1.46
Kepler-1109 b,Transit,2016,37.6467,685.087,2.19
Kepler-111 b,Transit,2014,3.3418,657.223,1.58
Kepler-111 c,Transit,2014,224.7783,657.223,7.0841
Kepler-1110 b,Transit,2016,9.6931,726.828,2.66
Kepler-1111 b,Transit,2016,8.7962,841.536,2.0
Kepler-1112 b,Transit,2016,14.3627,1671.28,3.02
Kepler-1113 b,Transit,2016,42.3005,1073.88,2.81
Kepler-1114 b,Transit,2016,14.9744,418.417,1.35
Kepler-1115 b,Transit,2016,23.5541,983.245,1.7
Kepler-1116 b,Transit,2016,41.6978,1008.57,2.54
Kepler-1117 b,Transit,2016,4.7903,568.487,1.11
Kepler-1118 b,Transit,2016,38.6715,888.325,2.74
Kepler-1119 b,Transit,2016,8.3265,1757.23,1.92
Kepler-112 b,Transit,2014,8.4089,513.206,2.36
Kepler-112 c,Transit,2014,28.5743,513.206,2.4
Kepler-1120 b,Transit,2016,2.949,615.231,1.38
Kepler-1121 b,Transit,2016,13.1514,482.047,1.91
Kepler-1122 b,Transit,2016,42.1917,1230.42,2.04
Kepler-1123 b,Transit,2016,4.3395,704.323,1.67
Kepler-1124 b,Transit,2016,2.8523,289.899,1.28
Kepler-1125 b,Transit,2016,17.6701,2011.41,1.84
Kepler-1126 b,Transit,2016,108.5933,635.736,1.73
Kepler-1126 c,Transit,2023,199.6688,635.736,1.45
Kepler-1127 b,Transit,2016,5.1233,842.459,1.96
Kepler-1128 b,Transit,2016,61.6178,1083.41,3.65
Kepler-1129 b,Transit,2016,24.3398,1183.88,2.96
Kepler-1129 c,Transit,2016,76.537,1183.88,2.73
Kepler-113 b,Transit,2014,4.754,262.351,1.82
Kepler-113 c,Transit,2014,8.9251,262.351,2.18
Kepler-1130 b,Transit,2016,5.453,249.343,0.8
Kepler-1130 c,Transit,2021,3.2666,249.343,0.7924
Kepler-1130 d,Transit,2021,4.2723,249.343,0.6447
Kepler-1131 b,Transit,2016,3.5323,1030.7,1.59
Kepler-1132 b,Transit,2016,62.8916,867.931,2.35
Kepler-1133 b,Transit,2016,11.5556,753.135,1.97
Kepler-1134 b,Transit,2016,17.1326,944.445,2.64
Kepler-1135 b,Transit,2016,76.9579,1314.64,1.85
Kepler-1136 b,Transit,2016,2.3617,491.406,1.64
Kepler-1137 b,Transit,2016,23.9211,921.778,2.2
Kepler-1138 b,Transit,2016,3.1706,872.328,1.7
Kepler-1139 b,Transit,2016,0.8132,495.156,1.19
Kepler-114 b,Transit,2014,5.1885,259.533,1.26
Kepler-114 c,Transit,2013,8.041,259.533,1.6
Kepler-114 d,Transit,2013,11.776,259.533,2.53
Kepler-1140 b,Transit,2016,24.0863,656.48,2.77
Kepler-1141 b,Transit,2016,2.3445,393.642,0.82
Kepler-1142 b,Transit,2016,18.3027,1273.51,1.47
Kepler-1143 b,Transit,2016,2.8889,555.189,1.67
Kepler-1143 c,Transit,2016,210.6306,555.189,3.6
Kepler-1144 b,Transit,2016,17.1465,1140.57,1.99
Kepler-1145 b,Transit,2016,3.9708,691.961,1.4
Kepler-1146 b,Transit,2016,2.3523,703.038,1.23
Kepler-1147 b,Transit,2016,10.6278,1657.36,2.61
Kepler-1148 b,Transit,2016,1.1045,625.692,1.69
Kepler-1149 b,Transit,2016,3.7309,1217.73,1.44
Kepler-115 b,Transit,2014,2.4037,623.609,1.09
Kepler-115 c,Transit,2014,8.9909,623.609,2.6
Kepler-1150 b,Transit,2016,2.7879,358.518,1.02
Kepler-1151 b,Transit,2016,65.6478,682.436,2.22
Kepler-1152 b,Transit,2016,1.6468,215.233,0.87
Kepler-1153 b,Transit,2016,1.7558,1119.49,1.73
Kepler-1154 b,Transit,2016,5.1856,1460.1,2.34
Kepler-1154 c,Transit,2016,8.4581,1460.1,2.36
Kepler-1155 b,Transit,2016,33.4697,1128.72,2.03
Kepler-1156 b,Transit,2016,11.8952,691.331,1.32
Kepler-1157 b,Transit,2016,4.4574,342.144,1.09
Kepler-1158 b,Transit,2016,13.5396,1484.25,2.34
Kepler-1159 b,Transit,2016,22.7082,1213.71,2.37
Kepler-116 b,Transit,2014,5.9687,955.168,3.42
Kepler-116 c,Transit,2014,13.0716,955.168,2.3
Kepler-1160 b,Transit,2016,7.9703,1077.63,2.14
Kepler-1161 b,Transit,2016,10.7125,547.726,2.13
Kepler-1162 b,Transit,2016,32.5637,940.211,2.21
Kepler-1162 c,Transit,2023,59.2841,940.211,1.81
Kepler-1163 b,Transit,2016,6.1179,478.647,1.03
Kepler-1164 b,Transit,2016,3.976,431.622,1.12
Kepler-1165 b,Transit,2016,9.4785,1575.2,1.55
Kepler-1165 c,Transit,2021,29.9687,1575.2,3.3609
Kepler-1166 b,Transit,2016,33.2407,634.906,1.69
Kepler-1167 b,Transit,2016,1.0039,820.905,1.71
Kepler-1168 b,Transit,2016,55.8227,752.666,2.5
Kepler-1169 b,Transit,2016,6.1101,522.823,0.94
Kepler-117 b,Transit,2014,18.7959,1455.57,8.059
Kepler-117 c,Transit,2014,50.7904,1455.57,12.341
Kepler-1170 b,Transit,2016,9.9897,1050.45,2.41
Kepler-1171 b,Transit,2016,1.4426,573.0,2.56
Kepler-1172 b,Transit,2016,26.0204,1306.53,3.2
Kepler-1173 b,Transit,2016,0.7699,377.06,0.89
Kepler-1174 b,Transit,2016,6.8923,1408.75,1.59
Kepler-1175 b,Transit,2016,37.9456,1121.89,2.99
Kepler-1176 b,Transit,2016,24.1739,864.699,2.45
Kepler-1177 b,Transit,2016,106.2475,1299.97,1.9
Kepler-1178 b,Transit,2016,31.8063,482.287,1.07
Kepler-1179 b,Transit,2016,2.6851,415.205,1.32
Kepler-118 b,Transit,2014,7.5185,574.228,1.96
Kepler-118 c,Transit,2014,20.172,574.228,7.68
Kepler-1180 b,Transit,2016,16.8601,1596.8,1.99
Kepler-1181 b,Transit,2016,4.8934,938.417,1.57
Kepler-1181 c,Transit,2023,8.9348,938.417,1.83
Kepler-1182 b,Transit,2016,11.1739,1545.39,2.41
Kepler-1183 b,Transit,2016,28.5057,1919.19,2.82
Kepler-1184 b,Transit,2016,53.5991,1157.84,2.68
Kepler-1185 b,Transit,2016,104.3519,459.273,1.33
Kepler-1186 b,Transit,2016,16.0768,1337.25,2.23
Kepler-1187 b,Transit,2016,18.8706,1020.53,2.61
Kepler-1188 b,Transit,2016,17.137,1717.48,2.08
Kepler-1189 b,Transit,2016,3.7886,782.852,1.77
Kepler-119 b,Transit,2014,2.4221,701.996,3.6
Kepler-119 c,Transit,2014,4.1251,701.996,0.92
Kepler-1190 b,Transit,2016,10.4584,342.509,1.33
Kepler-1191 b,Transit,2016,5.6001,955.536,1.51
Kepler-1192 b,Transit,2016,25.2035,1304.19,2.36
Kepler-1193 b,Transit,2016,2.8327,802.116,1.32
Kepler-1194 b,Transit,2016,16.2237,757.382,1.51
Kepler-1195 b,Transit,2016,8.4964,918.566,2.08
Kepler-1196 b,Transit,2016,66.1849,922.333,2.23
Kepler-1197 b,Transit,2016,2.0323,486.94,1.25
Kepler-1198 b,Transit,2016,7.6848,743.03,1.47
Kepler-1199 b,Transit,2016,15.0447,563.493,1.15
Kepler-12 b,Transit,2011,4.438,881.386,19.6606
Kepler-120 b,Transit,2014,6.3125,388.63,2.15
Kepler-120 c,Transit,2014,12.7946,388.63,1.53
Kepler-1200 b,Transit,2016,1.1185,588.715,1.06
Kepler-1201 b,Transit,2016,15.1873,944.241,2.29
Kepler-1202 b,Transit,2016,28.6851,1175.38,2.94
Kepler-1203 b,Transit,2016,0.588,317.022,1.06
Kepler-1204 b,Transit,2016,85.735,1175.22,3.05
Kepler-1205 b,Transit,2016,1.0784,698.485,1.41
Kepler-1206 b,Transit,2016,1.217,762.019,1.64
Kepler-1207 b,Transit,2016,13.6824,1754.19,1.62
Kepler-1208 b,Transit,2016,11.0851,825.176,2.32
Kepler-1209 b,Transit,2016,25.3691,505.531,1.51
Kepler-121 b,Transit,2014,3.1774,510.523,2.34
Kepler-121 c,Transit,2014,41.008,510.523,2.27
Kepler-1210 b,Transit,2016,8.0712,1176.53,1.7
Kepler-1211 b,Transit,2016,11.0182,1826.53,2.55
Kepler-1212 b,Transit,2016,12.9413,1316.57,2.14
Kepler-1213 b,Transit,2016,5.3498,807.812,1.19
Kepler-1214 b,Transit,2016,18.8263,729.227,2.36
Kepler-1215 b,Transit,2016,4.767,661.022,1.22
Kepler-1216 b,Transit,2016,4.3703,1258.36,1.39
Kepler-1217 b,Transit,2016,2.0323,1347.71,1.99
Kepler-1218 b,Transit,2016,22.9221,840.503,1.44
Kepler-1219 b,Transit,2016,16.1047,880.895,2.12
Kepler-122 b,Transit,2014,5.7662,1027.45,2.34
Kepler-122 c,Transit,2014,12.466,1027.45,5.87
Kepler-122 d,Transit,2014,21.5875,1027.45,2.2
Kepler-122 e,Transit,2014,37.9933,1027.45,2.6
Kepler-122 f,Transit Timing Variations,2014,56.268,1027.45,1.75
Kepler-1220 b,Transit,2016,7.4269,961.907,1.52
Kepler-1221 b,Transit,2016,12.001,913.65,1.88
Kepler-1222 b,Transit,2016,1.9169,415.218,0.79
Kepler-1223 b,Transit,2016,16.3013,459.957,1.22
Kepler-1224 b,Transit,2016,13.3235,559.598,1.33
Kepler-1225 b,Transit,2016,7.0108,1347.52,1.82
Kepler-1226 b,Transit,2016,17.2923,1125.72,1.45
Kepler-1227 b,Transit,2016,94.2888,623.706,2.29
Kepler-1228 b,Transit,2016,0.5774,515.453,1.54
Kepler-1229 b,Transit,2016,86.829,265.482,1.4
Kepler-123 b,Transit,2014,17.2324,1021.66,2.94
Kepler-123 c,Transit,2014,26.6951,1021.66,1.48
Kepler-1230 b,Transit,2016,9.9566,1364.22,2.71
Kepler-1231 b,Transit,2016,10.4173,987.237,1.42
Kepler-1232 b,Transit,2016,26.7839,632.865,1.93
Kepler-1233 b,Transit,2016,45.1263,1178.7,2.6
Kepler-1234 b,Transit,2016,11.9401,916.749,2.81
Kepler-1235 b,Transit,2016,4.1606,540.604,0.79
Kepler-1236 b,Transit,2016,31.0572,999.64,2.14
Kepler-1237 b,Transit,2016,84.5733,1064.31,2.86
Kepler-1238 b,Transit,2016,4.1479,1632.13,1.93
Kepler-1239 b,Transit,2016,5.191,2140.6,2.9
Kepler-124 b,Transit,2014,3.4105,420.046,0.73
Kepler-124 c,Transit,2014,13.8214,420.046,1.75
Kepler-124 d,Transit,2014,30.9509,420.046,1.11
Kepler-1240 b,Transit,2016,4.8664,862.186,1.15
Kepler-1241 b,Transit,2016,18.5526,968.722,2.63
Kepler-1242 b,Transit,2016,13.628,687.615,2.26
